forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"3-step stainless telescoping boat ladder, 900 lb, mounting hardware",badstege-bat,601103122971382,https://www.temu.com/se/g-601103122971382.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"4-step heavy duty pontoon boat ladder, 600 lb, quick release brackets",badstege-bat,601102969034376,https://www.temu.com/se/g-601102969034376.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
-60,?,PASS,True,,,v22/fas2/bat.json,bat,"3-step telescopic stainless boat ladder with handrail, 400 lbs",badstege-bat,601099528916951,https://www.temu.com/se/g-601099528916951.html,,,ELIM,presence,FAIL,,,,,,,,"VEVOR teleskopisk hopfällbar båtstege rostfritt stål 728,92–1 513 kr (PriceRunne",728.0,,,,Badstege köps i juni; dessutom borrmontage.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,boat inflatable boat cover thick durable 420d marine grade oxford cloth,bat-kapell,601103523369213,https://www.temu.com/se/g-601103523369213.html,,,ELIM,object,FAIL,99,snippet+,49.0,,1334,,,,,,,,Bat — annat kluster (bat).,False
-60,GREEN,?,True,,,v22/fas2/bat.json,bat,Geometric pattern marine EVA deck pad,eva-dackmatta,605536766507649,https://www.temu.com/se/g-605536766507649.html,,,ELIM,presence,FAIL,2,snippet,28.49,,775,,,,,,,,"Limmas fast och köps när båten används, inte när den täcks; 499 kr ger bara 1,43–1,68×.",False
-60,GREEN,?,True,,,v22/fas2/bat.json,bat,Marine boat rail cup holder,mugghallare-bat,605795353740182,https://www.temu.com/se/g-605795353740182.html,,,ELIM,presence,FAIL,0,snippet,6.63,,180,,,,,,,,"Komfortdetalj i säsong, under priströskeln.",False
-60.0,?,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"7.5W/12W Solar Battery Maintainer, Portable Trickle Charger for Cars, Motorcycles, Boats, RVs, 12V",Solcellsdriven underhållsladdare för bilen/båten/husvagnen som ställs av,605853923034875,https://www.temu.com/se/g-605853923034875.html,,40.0,ELIM,presence,FAIL,,,22.0,,599.0,,,Biltema/Jula underhållsladdare och solcellsladdare 12 V,,599.0,,Står bilen still hela vintern?,Både hyllan och presens fäller den.,False
-60.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Wheel Stops for Garage, Heavy Duty Rubber Parking Guide with Reflective Strip",Hjulstopp i gummi för garaget,606051441166161,https://www.temu.com/se/g-606051441166161.html,,35.0,ELIM,object,FAIL,99,snippet+,7.0,,349.0,,,Biltema/Jula parkeringsstopp (ej prissatt denna körning),,349.0,,Kör du in i garageväggen?,Inomhusobjekt och latent behov.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,van bug screen for magnetic edge van bug net mesh screen curtain for rv rear and side door,myggnat-husbil,601101668500724,https://www.temu.com/se/g-601101668500724.html,,,ELIM,presence,FAIL,6,snippet,58.0,,1579,,,,,,,,Myggnat ar en sommarprodukt — under sex veckor av sasongen aterstar.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,window screen mesh insect proof screen net durable mosquito net and garden netting,gnagarskydd-ventil-husvagn,605652730619642,https://www.temu.com/se/g-605652730619642.html,,,ELIM,object,FAIL,22,snippet,5.0,,136,,,,,,,,Generellt fonsternat for hus och tradgard — inget agt fordonsobjekt.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,1 pack diy large size window screen mesh pet proof and mosquito insect resistant,gnagarskydd-ventil-husvagn,601101055193878,https://www.temu.com/se/g-601101055193878.html,,,ELIM,object,FAIL,99,snippet+,43.0,,1170,,,,,,,,Samma som ovan.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,xxl 210d heavy duty oxford waterproof cover for mobility scooters,promenadscooter-kapell,601101955324361,https://www.temu.com/se/g-601101955324361.html,,,ELIM,object,FAIL,99,snippet+,11.0,,299,,,,,,,,Promenadscooter-kapellet ar redan avgjort och ligger utanfor uppdraget.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,motorcycle windproof pu pants,moped-benskydd,601101057157862,https://www.temu.com/se/g-601101057157862.html,,,ELIM,object,FAIL,47,snippet,24.0,,653,,,,,,,,Byxor — personlig passform och mode.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,heavy duty 210d waterproof boat cover fishing ski v hull anti uv,bat-kapell,601099629066796,https://www.temu.com/se/g-601099629066796.html,,,ELIM,object,FAIL,99,snippet+,20.0,,544,,,,,,,,Bat — annat kluster.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,adjustable trailer guides trailer guide poles l shaped galvanized for ski boat fishing,battrailer,601100151952479,https://www.temu.com/se/g-601100151952479.html,,,ELIM,object,FAIL,99,snippet+,49.0,,1334,,,,,,,,Battrailer — annat kluster (bat).,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,bike storage shed tent gardening tool shed outdoor portable bicycle storage 210d oxford pu4000,forvaringstalt,606076808339876,https://www.temu.com/se/g-606076808339876.html,,,ELIM,object,FAIL,22,snippet,32.0,,871,,,,,,,,"Ett talt som ska resas — montering och inlarning, och objektet ar cykeln.",False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,tailgate wing cover sun protection van 180 x 150cm,skapbilens-baklucka,601102571107250,https://www.temu.com/se/g-601102571107250.html,,,ELIM,object,FAIL,99,snippet+,37.0,,1007,,,,,,,,"Solskydd for en skapbils oppna baklucka — inte husvagn, inte slap.",False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,car windshield sun shade foldable windshield sun shade,bilens-vindruta,601103793387530,https://www.temu.com/se/g-601103793387530.html,,,ELIM,object,FAIL,99,snippet+,7.0,,191,,,,,,,,Bilsolskydd — kedjevara och fel objekt.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,fit full coverage pu leather car seat covers for cars suvs and pick,atv-sadeloverdrag,601100285645021,https://www.temu.com/se/g-601100285645021.html,,,ELIM,object,FAIL,49,snippet,49.0,,1334,,,,,,,,Bilsatesoverdrag — fangades av ATV-sokningen.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,pet car rear seat cover 600d thick and durable with side wings hammock,atv-sadeloverdrag,606536285965386,https://www.temu.com/se/g-606536285965386.html,,,ELIM,object,FAIL,8,snippet,16.0,,435,,,,,,,,Husdjursskydd for bil.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,car seat cover thick cushion seat cover under car seat 600d waterproof and anti slip,atv-sadeloverdrag,601100076850853,https://www.temu.com/se/g-601100076850853.html,,,ELIM,object,FAIL,54,snippet,12.0,,327,,,,,,,,Bilsatesoverdrag.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,heavy duty car seat covers fit rear seat protector with elastic straps,atv-sadeloverdrag,601100772183218,https://www.temu.com/se/g-601100772183218.html,,,ELIM,object,FAIL,30,snippet,17.0,,463,,,,,,,,Bilsatesoverdrag.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,53in bench back seat cover for cars trucks suvs waterproof,atv-sadeloverdrag,601101322253896,https://www.temu.com/se/g-601101322253896.html,,,ELIM,object,FAIL,99,snippet+,15.0,,408,,,,,,,,Bilsatesoverdrag.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,seat covers waterproof seat covers for cars for honda for toyota camry corolla,atv-sadeloverdrag,601103040500656,https://www.temu.com/se/g-601103040500656.html,,,ELIM,object,FAIL,96,snippet,20.0,,544,,,,,,,,Bilsatesoverdrag.,False
-60,GREEN,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,organizer folding storage box cars trucks suvs,bilinredning,601101297714570,https://www.temu.com/se/g-601101297714570.html,,,ELIM,object,FAIL,99,snippet+,6.0,,163,,,,,,,,Bilinredning.,False
-65.0,?,?,True,,,dataset(V2.1),bat,"Outboard tiller handle extension, aluminium, 62–82 cm",Rorkultsmotor,601099876638963,https://www.temu.com/se/g-601099876638963.html,,35.0,ELIM,presence,används på sjön — säsongen är slut i sept–okt,,,,,,ej kollad,,,,,,,säsong,False
-65.0,?,?,True,,,dataset(V2.1),garage,"4pcs Set: charging port rain cover PVC, foldable, hook-and-loop + storage bag",Elbilens laddport,605881504744584,https://www.temu.com/se/g-605881504744584.html,,35.0,ELIM,negative_space,,,,,,,,,,,,,,Formen ser billigare ut än den improviserade lösningen,False
-65,?,?,True,,,dataset(V2.1),jakt,2pcs classic neoprene gun stock covers / pull-on recoil pads (ur sökträff),Gevärskolven,601099590111540,https://www.temu.com/se/g-601099590111540.html,,,ELIM,object,Passform mot kolven + rör skjutupplevelsen (rekyl) = vapenfunktion/förtroende. Uteslutet enligt uppdraget.,,,,,,,,,,,,,Vapenfunktion.,False
-65,?,?,True,,,dataset(V2.1),jakt,Adjustable dog suspenders boots / paw protector boot pants (ur sökträff),Hundens tassar,601099543622514,https://www.temu.com/se/g-601099543622514.html,,,ELIM,object,Passform per hund (skostorlek för hund) + inlärning för hunden = personlig passform.,,,,,,,,,,,,,Passform.,False
-65,?,?,True,,,dataset(V2.1),jakt,"Hunting tree stand blind / camo blind cover with zipper, frames not included (ur sökträff)",Jakttornet (amerikansk ladder stand),601099559253143,https://www.temu.com/se/g-601099559253143.html,,,ELIM,presence,Svenska jakttorn är byggda med väggar; camo-kjolen löser ett amerikanskt ladder-stand-problem som inte finns här.,,,,,,,,,,,,,Fel torn-form för Sverige.,False
-65,?,?,True,,,dataset(V2.1),mc,,"universellt MC-sätesöverdrag (PU-läder, vattentätt)",601099527332849,https://www.temu.com/se/g-601099527332849.html,,,ELIM,object,kategorin finns redan i butiken (MC-sätesöverdrag camo) — inte ny,,,,,,,,,,,,,dubblett,False
-65,?,?,True,,,v22/fas2/bat.json,bat,"Bell boat steering wheel cover, microfiber leather, 13-13.5 inch, marine steering gear",ratt-overdrag-bat,601104018674339,https://www.temu.com/se/g-601104018674339.html,,,ELIM,presence,FAIL,,,,,,,,,,,,,"Ingen höstfriktion, för lågt pris.",False
-65,?,?,True,,,v22/fas2/bat.json,bat,Rodent repellent 8-pack for house/car/RV/boat/garage/shed/cabin,gnagarskydd-vinterforvarad-bat,603145124056199,https://www.temu.com/se/g-603145124056199.html,,,ELIM,object,FAIL,,,,,,,,,,,,Har du haft möss i båten?,Förbrukningsvara — utesluten i gate 1.,False
-65,?,?,True,,,v22/fas2/bat.json,bat,"Mouse repellent pouches cinnamon/peppermint, pack of 10",gnagarskydd-vinterforvarad-bat,602556377962741,https://www.temu.com/se/g-602556377962741.html,,,ELIM,object,FAIL,,,,,,,,,,,,Har du haft möss i båten?,Förbrukningsvara — utesluten i gate 1.,False
-65,?,?,True,,,v22/fas2/bat.json,bat,"Rodent repellent 12-pack, outdoor mouse repellent",gnagarskydd-vinterforvarad-bat,603082847003028,https://www.temu.com/se/g-603082847003028.html,,,ELIM,object,FAIL,,,,,,,,,,,,Har du haft möss i båten?,Förbrukningsvara — utesluten i gate 1.,False
-65,?,?,True,,,v22/fas2/bat.json,bat,Under hood ultrasonic rodent repeller 12V with strobe light,gnagarskydd-vinterforvarad-bat,601099515454774,https://www.temu.com/se/g-601099515454774.html,,,ELIM,object,FAIL,,,,,,,,,,,,Har du haft möss i båten?,Förbrukningsvara — utesluten i gate 1.,False
-65,?,?,True,,,v22/fas2/bat.json,bat,10 pcs natural peppermint rodent repellent balls,gnagarskydd-vinterforvarad-bat,601099513944144,https://www.temu.com/se/g-601099513944144.html,,,ELIM,object,FAIL,,,,,,,,,,,,Har du haft möss i båten?,Förbrukningsvara — utesluten i gate 1.,False
-65,?,?,True,,,v22/fas2/bat.json,bat,"Upgraded boat storage bag, nylon mesh gear organizer",forvaringsnat-ombord,601099603066244,https://www.temu.com/se/g-601099603066244.html,,,ELIM,object,FAIL,,,,,,,,,,,,,Nät utan ägt objekt och utan höstfriktion; under priströskeln.,False
-65.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Containment Garage Floor Mat 9x18 ft, Non-Slip PVC, Heavy Duty Waterproof with Cleaning Squeegee",Uppsamlingsmatta för garagegolvet,602812431837905,https://www.temu.com/se/g-602812431837905.html,,30.0,ELIM,object,FAIL,16,snippet,59.0,,1606,,,,,,,Droppar bilen olja på garagegolvet?,Landad kostnad 616–722 kr → svenskt pris över 1 000 kr-taket.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,rv roof vent skylight insulation cover rv ventilation sunshade fabric 16 x 16 inches,takluckeskydd-husvagn,605753796575505,https://www.temu.com/se/g-605753796575505.html,,,ELIM,presence,FAIL,,,,,,,,,,,,,"Invandig isolermatta — payoffen syns inte utifran och friktionen ar sommarvarme, inte hostuppstallning.",False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,mountain bike basket foldable iron rack basket suitable for rear rack,atv-lastkorg,601100410926931,https://www.temu.com/se/g-601100410926931.html,,,ELIM,object,FAIL,,,27.0,,735,,,,,,,,Cykelkorg — fangades av ATV-sokningen men ar fel objekt.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,foldable bike basket for front rear rack heavy duty bicycle cargo basket,atv-lastkorg,606436964831398,https://www.temu.com/se/g-606436964831398.html,,,ELIM,object,FAIL,,,,,,,,,,,,,Samma som ovan.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,motorcycle bicycle handlebar bag utv roll bar storage bag,atv-forvaring,605725090757869,https://www.temu.com/se/g-605725090757869.html,,,ELIM,object,FAIL,,,23.0,,626,,,,,,,,Ligger i samma familj som den redan avgjorda bakvaskan/hardboxen for ATV — foreslas inte igen.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,6pcs heavy duty furniture moving system with locking wheel dolly lifter jacks,rangerhjalp,601103385974215,https://www.temu.com/se/g-601103385974215.html,,,ELIM,object,FAIL,,,49.0,,1334,,,,,,,,Mobelvagnar — fel objekt.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,heavy duty thick oxford car pet back seat cover with anti slip base,atv-sadeloverdrag,605585957325036,https://www.temu.com/se/g-605585957325036.html,,,ELIM,object,FAIL,,,,,,,,,,,,,Bilsatesoverdrag.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,1pc foldable seat cushion moisture proof portable outdoor travel mat,atv-sadeloverdrag,601101411747476,https://www.temu.com/se/g-601101411747476.html,,,ELIM,object,FAIL,,,3.0,,82,,,,,,,,Sittdyna for picknick.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,waterproof car back seat protector organizer 2 pack anti kick scratch resistant,atv-sadeloverdrag,606218122799927,https://www.temu.com/se/g-606218122799927.html,,,ELIM,object,FAIL,,,6.0,,163,,,,,,,,Bilinredning.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,car trash can door side lid storage bucket mini storage bag,bilinredning,605860097056883,https://www.temu.com/se/g-605860097056883.html,,,ELIM,object,FAIL,,,3.0,,82,,,,,,,,Bilinredning.,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,2in 1 outdoor propane fire pit table with tank 30 round gas firepit table,gasoltuben,605773056866353,https://www.temu.com/se/g-605773056866353.html,,,ELIM,object,FAIL,,,,,,,,,,,,,Eldkorg — annat kluster (tomt).,False
-65,?,?,True,,,v22/fas2/husvagn-mc.json,husvagn-mc,1 pack zao mei heavy duty wall mounted backpack blower chainsaw rack storage organizer,verktygshallare,601103991683486,https://www.temu.com/se/g-601103991683486.html,,,ELIM,object,FAIL,,,,,,,,,,,,,"Vaggfaste for lovblas — annat kluster (garage/handmaskiner), och objektet forvaras inomhus.",False
-67.0,GREEN,?,True,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Headlight Restoration Kit, 3-inch Polishing Sanding Discs with 1/4-inch Shank Backing Pad, Scouring Pads, Buffing Sp",Renoveringskit för matta strålkastare,601100354817732,https://www.temu.com/se/g-601100354817732.html,,28.0,ELIM,object,FAIL,11,snippet,8.0,,218,,,,,,,Har du matta strålkastare?,Kit + förbrukning + inlärning: tre punkter i den negativa rymden samtidigt.,False
-67.0,WARN,PASS,True,,,v22/fas2/maskiner.json,maskiner,"1pc Lawn Mower Tractor Cover, Waterproof UV-Resistant Storage Slip on Cover, with Deck Up to 72 inch, for Outdoor Patio ",Överdrag/skyddskapell till åkgräsklippare och trädgårdstraktor inför vinteravställningen,601099657089146,https://www.temu.com/se/g-601099657089146.html,,38.0,C,object,FAIL,742,snippet,8.41,,399.0,,,Husqvarna Rider Cover 5056308-70 (PriceRunner),849.0,399.0,,Ska åkgräsklipparen stå ute i vinter?,"Nästan exakt kontots bevisade förlorare gräsklippartäcket, en storlek större. Bäst ekonomi i hela klustret och starkast social proof - och ändå ute i gate 1 och 3.",False
-70.0,?,?,True,,,dataset(V2.1),bat,2 pack bungee dock lines 4 ft,Förtöjning vid brygga,601100094895279,https://www.temu.com/se/g-601100094895279.html,,30.0,ELIM,presence,förtöjningssäsongen är slut i sept–okt; båten tas upp,,,,,,ej kollad — föll tidigare,,,,,,,redan förlorad kategori + fel säsong,False
-70.0,?,PASS,True,,,dataset(V2.1),bat,"Edge dock bumper, straight, 152 cm, white",Bryggkant,601100138956507,https://www.temu.com/se/g-601100138956507.html,,25.0,ELIM,presence,"bryggsäsongen är slut — båten tas upp, bryggan tas upp eller står tom",,,,,,"PR: bryggfender 1000+ (Polyform 369 kr, Dan-Fender 463 kr 4 butiker, OEM 979 kr ",369.0,Polyform bryggfender,369.0,,,,säsong,False
-70.0,?,?,True,,,dataset(V2.1),bat,"Wall mount kayak storage rack, 70 kg, paddle holder",Kajak i garage/under altan,601099614786727,https://www.temu.com/se/g-601099614786727.html,,30.0,ELIM,object,objektet förvaras inomhus när stället används — 0/9 vinnare,,,,,,"PR: VEVOR kajakställ 961 kr, vidaXL förvaringsställ 1 874 kr (3 butiker)",,,,,,,inomhus + montering,False
-70.0,?,?,True,,,dataset(V2.1),handmaskiner,53 Inch Portable Survival Chainsaw Kit Double Sided Teeth Hand Rope Saw With 72 Sharp Blades High Speed Steel Manual Poc,Höga grenar på tomtens träd — repsåg som kastas över grenen,601099621198951,https://www.temu.com/se/g-601099621198951.html,,30.0,ELIM,object,'15 piece set … survival … gloves … carrying bag' = kit i survival-flöde; kategori nära hopfällbar såg (förlorare),,,,,,Ej sökt — föll i gate 1,,,,,,,Kit + survival-kodad,False
-70.0,GREEN,?,True,,,dataset(V2.1),mc,"Snowmobile Tow Strap, Snow Vehicle Trailer Strap, Sled Towing Rope","bogserlina snöskoter (3 m, karbinhake, reflexband)",601099587878841,https://www.temu.com/se/g-601099587878841.html,,25.0,ELIM,presence,säsongen börjar i december; > 6 veckor bort och problemet ligger i framtiden,1,snippet,,,,skoterbutiker; Biltema bogserlina generisk,,,,,,,säsong,False
